area_sqft,bedrooms,bathrooms,floors,age,garage,garden,near_school,location_score,price
1090,5,4,1,34,0,0,0,1,611413
4646,6,5,2,37,0,1,0,6,1615833
2476,6,4,1,33,0,1,1,9,1258039
2157,6,3,3,5,0,0,0,6,1044572
4558,5,3,3,35,0,1,1,4,1338331
570,3,5,1,11,0,0,1,4,626088
2057,5,1,3,26,0,1,0,2,820160
5953,5,4,3,16,0,1,1,8,1787682
2471,6,4,2,22,1,0,1,2,1068081
4889,6,5,2,21,1,1,0,2,1521750
1791,5,4,1,20,1,1,1,8,981722
5261,1,5,3,33,0,1,1,2,1362899
5933,1,1,3,19,1,1,1,4,1328384
2441,3,5,2,38,0,0,0,2,921554
5963,1,1,2,39,1,0,0,8,1404587
4836,5,2,2,28,1,0,0,3,1371367
2829,1,3,2,6,1,0,1,6,890765
3784,4,4,3,34,1,1,0,2,1184341
400,1,4,3,17,1,1,0,2,451425
1452,6,5,3,5,1,1,0,8,1193056
1645,4,2,2,17,0,0,0,2,644130
3574,4,2,1,10,0,1,0,1,976992
2650,3,1,1,29,0,0,0,7,913227
2234,2,3,3,20,0,1,0,9,942045
3905,4,2,2,13,0,1,1,8,1261321
5541,4,3,3,9,0,0,1,6,1628415
4993,2,3,1,34,1,0,1,5,1321321
4392,1,5,3,2,0,0,0,4,1144598
2088,6,2,3,35,0,1,1,3,907457
643,4,1,1,9,1,0,0,3,545476
2034,6,3,3,21,1,0,1,5,1076530
2610,3,1,3,12,0,1,1,8,931516
574,4,5,1,7,1,1,0,8,856278
2619,3,5,3,30,1,1,0,1,892716
5957,5,4,3,23,0,0,1,7,1701980
4056,3,5,1,20,0,0,0,4,1160246
666,4,1,2,38,0,0,0,5,486830
1782,2,5,3,8,0,0,1,4,884068
1179,3,1,1,4,1,1,0,3,563049
5031,3,3,1,16,1,0,0,5,1415483
1066,6,1,3,23,0,0,0,1,641755
1557,6,1,2,7,0,1,1,7,989940
5076,1,1,2,3,1,1,0,2,1133281
1263,1,3,2,11,0,0,0,8,617915
4300,5,5,2,37,1,0,0,4,1349301
456,3,5,3,32,0,1,1,9,735735
3650,2,3,2,36,0,0,0,2,900875
942,6,5,3,38,1,1,1,9,1090228
1332,1,2,2,25,1,0,0,3,578883
1250,6,4,1,9,1,1,0,6,988608
1575,3,4,2,32,1,0,0,6,868144
922,3,2,3,34,1,1,1,9,751880
5894,3,1,1,13,0,1,1,8,1494976
509,2,5,1,12,0,0,0,4,495442
3845,3,1,2,20,0,1,0,8,1183064
456,3,5,1,4,0,0,0,6,695901
4223,5,1,2,27,0,0,0,7,1397556
2066,5,5,1,35,1,1,0,5,1006007
4317,1,5,2,1,0,1,0,8,1329875
1827,5,2,2,35,1,1,0,3,905535
904,4,1,1,31,1,0,1,4,593650
4095,5,1,1,1,0,1,1,4,1296395
5448,3,2,2,4,0,0,1,8,1540192
5004,4,4,3,29,1,0,0,2,1401571
1728,3,2,3,9,1,0,0,3,758330
1083,2,5,2,26,1,0,0,9,873812
522,5,2,2,27,1,1,1,6,756430
1747,5,4,3,26,0,1,0,5,967832
4471,3,5,1,3,1,0,1,6,1467774
2301,3,5,1,32,0,0,0,4,922774
5443,4,3,3,32,1,0,0,5,1534732
2045,5,1,3,0,1,0,1,7,968439
3269,4,5,1,31,0,0,0,1,962840
1778,3,4,3,9,1,1,1,9,963278
3272,5,1,2,2,1,1,1,8,1314223
5566,4,5,3,24,1,0,1,8,1738888
1896,1,1,1,36,1,1,1,5,618795
1075,3,3,3,19,1,1,0,2,694264
2908,5,2,3,33,1,1,1,4,1110422
2696,3,1,2,5,0,1,1,2,760901
962,4,5,3,24,1,0,1,9,998650
4672,2,1,3,28,1,0,0,6,1176572
601,3,3,2,26,1,1,0,4,614822
4872,3,3,1,9,1,1,0,1,1193666
3394,3,3,2,29,1,0,1,4,1054583
4956,1,4,2,8,1,0,1,2,1217754
5115,5,3,3,35,1,1,0,4,1562259
4898,5,5,2,14,1,0,0,5,1606863
4805,2,2,1,31,1,0,1,2,1087626
4065,4,2,2,7,1,0,1,2,1197909
5754,1,5,3,17,0,1,0,5,1523980
4495,5,2,2,38,1,1,0,3,1381832
5517,4,4,1,16,1,0,1,5,1583727
1928,5,3,2,20,1,0,1,4,975866
1059,4,5,3,7,1,1,0,1,711348
5660,1,1,2,38,0,0,1,4,1181370
401,4,4,3,38,0,0,0,6,598346
908,2,4,2,25,1,0,1,7,685530
539,1,2,1,9,1,0,1,8,513965
3654,5,2,1,36,0,0,1,8,1300596
4054,6,5,3,23,0,0,1,1,1272249
1985,1,5,3,1,0,1,1,6,904612
5137,5,1,2,4,1,0,1,3,1414150
627,4,5,3,26,0,1,0,6,785091
2997,1,2,1,22,1,1,1,6,951016
5583,6,2,2,15,1,0,0,3,1642658
3205,6,3,1,2,1,0,1,1,1116438
4760,2,2,2,4,0,1,0,5,1184048
3946,5,2,1,36,1,0,0,7,1283061
4072,5,1,3,31,1,1,0,2,1156959
5290,1,3,1,16,1,1,1,8,1377232
4960,2,2,1,1,1,0,0,1,1111761
5302,6,1,3,13,0,1,1,6,1638900
2922,5,3,2,5,0,0,0,4,1127452
738,4,5,2,10,0,1,1,9,941340
1218,6,5,3,9,1,0,0,1,946766
2966,1,5,2,5,0,0,1,5,973629
5380,5,3,2,37,1,0,1,8,1584860
4117,5,1,3,1,0,1,1,1,1126875
3462,6,5,1,23,1,1,1,6,1451254
1653,4,1,1,27,1,0,1,7,803860
3550,2,5,3,15,1,0,1,3,1140325
2650,4,2,2,13,1,1,0,9,1189053
4720,2,2,2,34,0,1,1,3,1119530
4015,1,3,2,37,1,1,1,8,1239991
2179,6,5,3,16,0,1,0,6,1237777
1691,5,4,1,26,0,0,1,5,966790
1078,3,5,2,10,1,1,1,1,659204
2952,3,5,3,12,1,0,0,1,1006865
3624,5,2,2,8,0,0,1,1,1076386
614,1,4,3,4,0,0,0,4,501928
1385,3,3,3,2,1,0,0,9,902197
3683,6,3,2,23,0,0,1,7,1369715
5816,2,2,2,6,0,1,0,5,1516597
5106,5,1,2,30,1,1,0,5,1478996
2745,5,2,1,15,1,0,0,8,1090135
5138,5,1,2,23,0,1,1,1,1283158
3833,4,2,2,10,0,1,1,1,1073242
4027,2,5,3,6,1,1,0,7,1384274
3473,1,3,2,39,1,0,0,8,1071475
4773,1,5,2,10,1,0,0,2,1147352
3639,3,5,3,11,0,1,0,2,1213343
5878,6,4,3,21,1,0,0,7,1760987
1772,5,5,1,24,0,0,1,2,853299
2438,5,5,1,28,1,1,1,5,1144033
5997,3,4,2,27,0,1,0,8,1626082
5118,5,2,1,5,0,0,1,4,1494834
4253,2,4,2,1,1,1,1,2,1102274
3743,5,4,3,2,0,1,1,2,1273883
5083,1,5,3,20,1,0,1,5,1443224
4552,3,1,1,14,0,0,1,8,1309661
2168,3,4,2,37,0,0,1,4,787191
438,5,3,1,6,1,0,1,7,717999
3962,6,2,3,39,1,0,1,7,1422403
2229,2,3,2,0,1,0,0,5,889275
2571,4,3,3,0,0,0,0,7,1053014
508,1,2,3,23,0,1,0,4,429252
5240,6,4,3,16,1,1,0,6,1670325
5359,2,1,3,8,1,0,0,3,1288379
4528,5,5,2,37,1,0,1,6,1471937
4635,3,4,3,15,1,0,0,3,1329514
4577,1,1,2,22,1,1,1,9,1296004
3506,1,4,3,3,0,1,0,4,976784
536,1,1,1,5,0,1,0,2,217471
4137,4,5,1,0,1,0,0,5,1406663
4251,4,2,2,17,1,0,1,2,1247179
730,5,1,1,2,1,1,1,2,516734
596,2,5,2,5,0,0,0,4,629144
1815,6,2,3,5,0,0,0,3,912454
3696,6,2,2,9,0,0,0,1,1189549
3420,6,5,2,39,1,1,0,1,1279652
3769,1,1,1,1,0,0,0,8,970176
5255,4,5,2,18,0,1,1,1,1403122
1240,4,2,3,35,1,1,0,8,782990
4042,4,3,1,31,0,0,1,2,1207120
3069,1,2,1,31,1,0,0,5,782029
1577,1,4,3,0,0,0,1,7,723610
1343,6,1,2,33,1,0,0,9,922414
3846,2,5,1,2,0,1,0,7,1241752
5710,2,4,2,8,0,0,1,2,1469461
1251,2,3,1,5,1,0,1,2,507626
5000,5,2,3,31,0,1,1,8,1607876
2151,4,4,2,16,1,0,1,5,1044623
5904,5,2,1,21,0,1,0,1,1479238
2245,1,5,1,3,0,0,1,3,727342
5224,6,4,2,7,0,0,1,9,1740922
2121,1,5,2,8,0,1,0,5,772734
2173,6,2,3,28,1,1,0,3,929282
1050,3,5,1,31,0,0,0,3,635561
1761,1,5,3,39,0,1,0,1,676564
3909,6,5,1,36,1,1,1,4,1385840
1868,4,5,3,7,1,0,1,4,1024707
884,5,1,2,39,0,1,0,6,675555
1151,6,5,1,34,1,1,0,7,1050010
509,4,3,2,6,0,1,0,1,593534
2752,2,3,2,12,0,1,0,6,895914
4678,3,2,3,25,1,0,0,2,1204695
3924,4,5,2,35,0,1,0,6,1317983
1458,3,5,2,26,0,1,0,7,785606
600,3,4,1,4,0,0,0,5,567556
4890,3,3,3,17,1,0,0,8,1528529
4115,5,2,3,9,0,1,1,7,1437493
5335,1,4,1,13,1,0,0,8,1489519
1615,3,1,2,10,0,0,1,1,571291
1131,2,3,3,25,0,0,0,6,609987
773,6,3,3,38,1,0,1,7,858521
3549,3,3,3,13,1,1,0,4,1212696
3644,3,2,1,7,0,0,1,9,1267939
4341,3,3,2,15,0,0,0,9,1434614
4348,6,2,3,3,0,1,0,7,1476644
1045,6,2,3,24,1,0,1,5,822484
3995,5,5,2,31,0,1,1,5,1328609
4478,5,5,2,22,1,1,0,9,1643603
2335,3,4,2,29,0,1,0,3,853067
3133,4,2,1,0,1,1,1,6,1153863
2961,1,2,2,35,1,0,1,6,907716
2452,3,2,3,29,0,1,1,2,772177
2339,2,5,3,29,1,0,1,8,1035377
1102,2,3,1,17,1,1,1,3,572307
3199,2,1,1,22,0,1,0,2,826312
907,5,4,3,7,1,1,1,6,919524
1823,2,2,1,26,1,0,0,4,717079
2467,4,3,3,27,0,1,0,5,966783
4565,1,3,2,35,0,0,1,3,1158790
5394,2,5,3,23,0,1,0,6,1579405
1151,3,1,3,10,0,0,0,5,638223
2416,3,1,2,13,1,0,0,7,883779
948,3,1,2,10,0,0,1,8,621652
2955,4,5,1,0,1,0,0,1,1074976
1038,4,3,2,8,0,0,1,6,717381
2120,1,3,2,26,1,1,0,2,581121
4216,5,1,2,13,0,1,1,8,1400869
5760,6,5,3,13,0,0,0,5,1752251
4188,4,2,1,29,1,0,1,4,1274587
2113,6,5,3,10,0,0,0,5,1052164
4583,3,4,3,14,1,1,0,8,1488507
5546,3,2,2,17,1,1,0,9,1620059
5030,6,2,1,13,0,0,1,5,1459486
5914,4,2,1,35,0,1,0,8,1614373
5543,5,5,2,19,0,0,0,9,1756398
4344,4,5,3,5,1,0,1,1,1347032
2201,1,5,1,32,1,0,1,3,785625
5479,6,5,2,15,0,0,0,8,1826629
4570,1,5,3,29,1,0,1,4,1168103
3760,4,2,2,22,0,1,1,9,1347483
4362,6,2,1,0,1,1,0,3,1327056
5761,6,1,2,24,1,1,0,3,1530682
3612,5,2,3,38,1,0,0,7,1269556
2987,4,1,1,26,0,0,1,1,845488
5204,1,2,3,13,1,0,0,1,1195366
2099,2,3,3,39,0,0,0,9,897329
547,3,5,1,14,1,0,1,9,748790
3411,4,2,1,28,1,0,1,7,1181050
1929,4,2,1,33,1,0,0,7,849376
4907,6,5,3,29,1,0,1,4,1586613
517,5,1,3,18,0,0,0,4,671293
5445,5,1,3,10,0,1,1,9,1749473
5279,1,5,1,2,1,1,0,2,1359089
886,3,1,3,24,1,0,0,5,546282
5741,3,4,1,36,0,0,0,7,1590352
5549,2,2,1,14,0,1,0,8,1515173
1635,5,3,1,32,0,0,1,4,854753
3247,2,1,1,18,1,0,1,3,799984
1421,1,3,1,29,1,0,0,6,539420
5906,5,3,1,0,1,1,0,5,1714903
5361,5,3,3,39,1,1,1,9,1641009
5785,6,3,3,32,1,0,0,7,1697475
2619,3,1,2,39,1,0,0,6,810565
3565,3,5,1,19,1,0,0,2,1051012
3499,4,3,1,21,1,0,1,2,988331
616,6,1,1,30,1,1,1,2,677742
4346,1,1,2,10,1,1,0,8,1117419
3105,3,2,2,24,1,0,0,5,964868
2283,3,1,3,28,0,1,1,9,1024435
1906,4,2,3,11,0,0,1,4,821629
4564,5,5,3,29,1,1,1,7,1555917
2697,6,2,2,32,0,1,0,7,1202220
2111,6,2,1,15,1,1,1,1,927601
1407,5,4,3,26,1,0,0,6,958537
2996,4,2,1,27,0,1,1,6,1120491
3786,5,3,1,16,0,0,1,3,1117390
2182,3,3,1,13,0,0,0,4,751414
4544,3,4,2,12,1,1,1,6,1326431
2761,5,2,2,2,0,1,1,3,1056493
4849,5,3,3,9,0,0,0,2,1453564
1434,3,1,1,28,0,0,1,3,578768
4221,6,4,1,22,0,0,1,7,1420212
5455,6,4,1,6,0,1,1,3,1674368
4176,3,4,2,38,0,0,0,2,1094839
5324,1,4,2,10,0,1,1,7,1364287
5108,3,4,1,35,1,1,0,5,1411782
2139,4,4,2,2,0,0,1,3,841767
835,5,3,3,25,1,1,1,8,875507
892,4,5,3,26,1,0,0,8,817432
4341,3,5,3,8,0,0,0,3,1250381
2516,3,2,2,10,0,1,0,7,900150
5630,1,1,2,20,0,0,0,6,1356466
2468,6,2,1,14,1,0,0,5,1121639
2128,2,5,1,29,1,0,0,6,840462
3043,5,3,2,11,0,1,1,2,1108023
4047,2,1,2,6,0,1,1,5,1093935
3912,5,1,2,12,0,0,0,5,1296285
1759,2,5,3,33,1,1,1,4,733769
2907,6,4,3,35,0,1,0,1,1146129
3561,5,1,3,22,0,0,1,4,1157707
5781,5,5,3,2,0,0,1,6,1757609
5538,3,3,3,21,0,1,0,9,1561871
3795,3,5,2,6,1,1,1,2,1242637
3459,3,1,2,31,0,1,0,8,1079714
3092,3,5,1,6,0,1,1,5,1174872
762,2,1,1,29,0,0,1,5,495280
5929,5,4,3,2,1,1,0,3,1681568
5614,3,2,3,36,1,0,1,3,1408873
673,3,4,2,39,1,1,0,9,685021
5425,2,5,3,1,1,0,1,6,1487908
4406,2,2,1,13,0,0,1,6,1218669
3488,6,5,2,32,1,1,0,2,1310349
3727,6,1,2,5,0,1,0,2,1172936
527,4,4,3,8,1,0,1,8,763324
3646,3,2,1,31,1,0,1,2,982949
1600,6,2,3,16,1,1,0,5,966530
3465,2,1,1,3,0,0,0,5,1028197
4659,2,2,3,37,0,1,0,6,1241572
5876,5,5,1,18,0,0,0,2,1649746
4915,5,5,2,27,1,1,1,6,1588836
3962,5,3,3,13,1,0,0,6,1333279
470,6,2,2,36,0,1,1,6,767218
4305,5,4,1,38,1,1,1,1,1304578
868,1,3,2,15,0,1,0,3,498006
3960,4,2,2,16,1,0,1,3,1187938
2323,5,4,2,38,0,1,1,7,1028290
3379,2,2,3,28,0,1,0,1,907437
5769,6,3,3,39,1,0,0,1,1586142
5507,4,4,3,14,0,0,1,8,1704976
4422,3,1,1,9,0,1,0,9,1373834
4619,1,5,2,34,0,0,1,2,1154462
4918,2,5,2,4,1,0,1,7,1417100
966,4,2,2,13,1,0,0,3,631697
5417,1,3,3,32,1,1,1,2,1257010
3527,5,4,2,14,0,0,1,1,1196509
5743,3,2,1,6,0,1,1,2,1333789
4416,1,2,1,6,0,0,0,2,1073589
1565,2,3,3,0,0,0,1,3,629931
4636,6,2,2,24,0,1,0,7,1560159
2215,1,1,1,12,0,1,0,1,529526
5601,1,2,2,2,0,1,1,6,1433787
4367,5,2,3,25,0,0,0,8,1479456
540,5,1,3,20,1,0,1,6,673044
3710,3,2,2,3,0,0,0,2,1064599
901,3,2,1,23,0,1,1,2,506893
1854,5,4,2,9,1,0,0,7,1102984
4679,2,3,2,9,0,0,0,2,1157266
935,3,1,2,24,1,0,1,1,435529
2560,4,3,1,35,0,1,0,2,877591
4641,3,5,3,11,1,0,0,7,1556058
3229,5,5,2,2,1,0,0,2,1253789
4783,2,4,1,37,1,0,0,4,1248354
2025,2,3,2,20,1,0,1,3,777809
4847,2,4,3,11,0,0,1,8,1464454
2552,1,3,3,4,0,0,0,2,713021
3727,2,4,3,25,1,0,1,3,1027926
5910,6,1,1,3,0,1,1,8,1744172
670,1,2,3,20,1,1,0,4,485018
4726,6,2,2,14,1,0,1,6,1445776
4215,4,3,2,16,1,0,1,9,1471613
1756,6,4,3,38,0,1,1,1,961192
5355,1,4,3,18,1,1,0,3,1334805
4489,1,5,3,33,0,1,0,5,1302933
490,1,1,3,35,1,1,1,7,392890
2577,5,5,1,31,1,0,1,7,1201736
2130,1,4,3,12,1,0,1,5,833236
2758,1,5,1,15,1,1,1,7,1044944
3109,4,2,3,22,0,0,0,1,1014850
748,2,1,1,17,1,0,1,3,429346
5277,2,1,2,0,0,0,0,8,1395276
4732,6,2,1,17,1,0,1,3,1360891
5406,6,3,2,37,0,1,1,9,1682248
1693,4,2,1,3,1,1,0,2,680857
4864,1,3,3,16,1,0,1,4,1302654
2747,3,3,2,13,0,1,1,1,812553
3391,4,3,2,0,0,0,0,2,1084109
3200,1,1,3,16,0,0,0,7,949678
4656,2,4,1,21,1,0,1,8,1288875
1524,1,3,2,0,1,0,0,7,773034
973,2,2,1,11,0,0,0,3,494741
5744,3,4,3,38,1,1,0,5,1505110
4479,4,4,2,32,1,0,1,7,1393835
1228,3,5,3,30,0,1,0,2,685891
870,6,3,2,19,0,0,0,8,809579
4550,2,1,3,23,1,1,0,3,1122272
2651,3,3,1,10,0,0,1,1,814628
4367,4,3,3,3,0,1,1,9,1445260
3032,6,5,2,33,0,1,1,2,1223795
4632,1,2,1,11,1,0,0,6,1230241
1498,1,4,1,36,1,1,0,2,607034
3489,6,2,2,23,0,1,0,3,1247085
831,5,3,3,38,1,1,1,1,582423
1633,4,2,1,36,1,1,1,1,614585
1929,6,5,2,29,0,0,1,3,1039990
4751,5,1,2,34,1,0,0,3,1287501
1780,6,2,3,5,0,1,0,1,804897
541,1,2,2,17,0,0,1,9,569951
1616,5,1,3,33,1,1,0,5,784573
4247,2,2,1,17,0,1,0,7,1180862
4587,1,1,3,18,0,0,0,6,1181820
5684,6,2,3,21,0,1,0,5,1678015
2176,6,2,3,35,1,0,0,6,974757
4051,2,1,2,11,0,1,1,3,1078386
2852,2,3,3,22,1,1,0,9,1170159
1117,3,2,1,20,0,0,0,9,679559
960,5,3,1,39,1,0,1,1,634173
1304,4,2,2,22,0,1,1,9,879595
1336,6,4,3,10,1,0,1,6,1049428
696,5,4,3,14,1,1,0,1,656273
5294,6,4,3,22,1,1,0,3,1580360
2160,4,2,1,28,1,0,0,6,937902
1599,6,5,2,28,0,1,1,3,992269
4686,6,2,1,16,0,0,0,4,1336791
4293,4,3,2,6,0,0,1,3,1291101
1345,5,2,3,18,0,1,0,5,766194
2036,1,4,1,6,1,1,0,2,613298
2641,5,5,1,35,1,0,1,7,1128544
3313,4,3,3,5,1,1,0,2,1092054
3566,1,2,2,36,1,0,1,4,952824
5188,4,4,1,24,0,0,1,8,1490973
4843,1,4,2,25,0,1,0,5,1264851
2796,1,4,2,39,0,1,0,2,834713
1806,6,4,1,11,0,1,0,1,839566
893,3,5,2,6,0,1,1,4,743646
2432,1,5,3,23,0,0,0,2,747413
460,1,3,2,19,1,0,1,6,515471
2145,5,1,2,15,0,0,1,9,1065723
3901,1,5,1,35,1,0,0,3,1045562
1356,4,4,3,2,1,0,1,6,830184
5189,1,4,3,13,0,0,0,9,1503170
4531,3,1,1,39,0,0,0,5,1105581
3254,6,3,3,32,1,1,1,7,1319466
3563,6,3,2,2,0,1,1,4,1364306
1324,2,4,3,31,0,0,1,9,841028
5720,6,2,2,27,1,1,1,3,1615214
2588,4,3,1,3,0,1,0,8,1047268
4917,6,4,2,13,1,1,0,1,1463041
1603,6,2,3,24,0,1,0,4,872601
3242,6,3,1,33,1,1,0,2,1177566
3438,6,4,3,22,0,0,0,7,1343864
3151,6,2,1,2,1,0,0,9,1246542
1481,5,5,2,8,0,0,0,8,1046643
4682,1,1,3,9,1,1,1,3,1142082
646,6,4,2,2,0,0,0,4,784429
1195,1,3,3,37,0,1,0,9,657290
5624,1,4,2,16,1,1,1,1,1289834
4086,4,3,2,29,0,1,0,2,1111769
1337,2,4,1,37,0,1,0,4,692894
5303,3,2,3,19,0,1,1,1,1232513
5840,3,2,2,14,0,1,0,9,1660463
2311,6,3,3,14,1,0,1,2,1043955
1578,3,4,3,34,1,0,1,2,649500
1137,3,4,2,0,0,0,1,5,666778
1034,4,2,3,13,1,0,0,5,680060
616,1,4,2,29,0,1,1,8,596424
819,6,1,3,8,0,0,1,6,787933
2962,6,4,1,17,1,0,1,4,1212717
708,5,5,3,17,1,0,1,4,800817
5203,3,1,2,19,0,0,1,8,1428166
5949,2,4,3,23,0,0,0,5,1458866
2266,3,3,2,26,0,1,0,3,818447
1383,2,5,3,26,0,0,0,6,706667
4178,3,2,2,0,0,0,0,2,1173545
2687,5,3,3,18,0,1,0,8,1177259
5978,6,1,2,36,0,1,1,7,1770619
3714,3,1,2,10,0,0,1,9,1162207
961,1,3,2,34,0,1,0,7,503522
3995,1,1,3,18,0,1,1,9,1235336
5287,4,2,3,23,1,0,0,9,1677396
1802,5,4,2,30,0,0,1,8,1000062
2978,4,2,1,22,1,0,0,2,881255
5588,3,4,2,9,1,1,1,4,1571515
3344,2,1,2,38,0,1,1,8,1079855
970,6,1,2,7,1,0,0,5,731611
5806,2,3,3,34,1,1,0,2,1334337
2851,6,4,2,24,1,1,0,1,1033343
2055,3,5,1,27,1,1,0,3,825176
4713,6,3,2,16,1,1,1,1,1344480
5283,6,5,3,7,1,0,1,7,1801346
2628,5,4,1,22,1,1,1,5,1073057
5186,2,3,1,9,1,1,0,8,1449849
3247,6,5,2,15,1,1,1,5,1324674
4285,2,5,2,9,1,0,1,1,1222497
744,3,4,2,36,0,0,0,8,717624
3583,5,4,3,1,1,1,0,6,1419173
4077,2,3,2,16,0,1,0,2,984671
4711,5,3,3,23,0,1,0,8,1486324
3276,6,3,2,11,1,0,1,1,1130668
5350,6,3,3,4,1,1,0,6,1647973
804,1,2,3,21,0,0,0,8,565513
2302,1,3,3,4,0,0,0,2,691572
572,6,1,3,10,0,1,1,8,838142
1517,6,4,3,10,0,1,1,3,974651
2101,3,5,2,2,0,0,0,2,817773
4344,3,1,1,2,1,0,0,5,1198119
5904,3,4,2,14,1,0,0,5,1540770
1317,1,4,2,1,1,0,0,5,604778
5625,3,5,2,32,0,0,1,6,1512638
5315,2,1,2,11,1,0,1,2,1264670
3358,6,5,2,36,1,0,1,1,1149884
3512,4,1,2,7,1,0,0,8,1274671
5771,6,3,2,8,1,0,1,6,1804809
2265,3,5,1,33,0,0,1,9,1005682
706,1,4,3,3,0,1,1,5,531633
2251,5,3,2,4,1,1,1,5,1006447
1230,3,1,2,19,0,0,0,3,521551
824,2,4,3,25,1,1,1,7,771249
4151,2,1,2,34,0,1,1,1,1008260
5272,3,2,1,30,0,1,0,7,1380913
2205,1,5,3,7,0,0,1,8,871226
5120,3,5,2,36,1,1,1,7,1530641
5527,4,3,2,20,1,0,1,4,1535260
2819,3,3,1,36,1,0,1,9,1073867
491,1,3,3,35,0,0,0,7,540496
1258,5,2,3,34,1,1,0,4,734656
5526,4,2,2,2,1,1,1,2,1448727
4409,2,5,3,25,1,0,1,1,1224510
1211,3,5,1,36,0,1,1,1,668987
2153,5,2,1,18,0,1,0,1,727987
4161,5,2,2,11,1,1,0,5,1262831
3979,2,2,2,33,0,0,1,9,1116793
1731,4,2,2,4,0,0,1,1,706338
2412,5,4,2,16,1,1,1,3,996427
4092,4,5,3,22,1,1,1,8,1505240
2786,6,5,2,7,0,1,1,7,1372152
606,4,4,3,12,1,0,0,8,849256
3982,4,5,1,9,1,0,1,6,1300634
4617,3,4,1,10,1,0,0,9,1517247
2139,2,2,3,19,1,1,1,5,859680
4296,1,2,3,36,0,1,0,9,1231419
3416,3,3,1,30,1,0,0,8,1081820
2404,3,5,3,1,0,0,0,2,999243
1992,2,4,3,13,0,1,1,5,888704
2403,2,2,3,6,1,0,0,8,918176
3319,4,3,2,6,0,1,0,6,1163420
508,6,4,3,18,1,1,0,9,870886
3381,1,4,2,34,0,0,1,7,1049031
2895,4,2,3,25,1,1,1,7,1057309
2091,1,2,3,32,0,1,0,5,756906
4385,5,4,3,23,0,0,1,5,1468057
4731,5,5,2,8,0,1,0,2,1493317
2122,1,3,1,9,0,0,0,8,760716
4796,1,3,3,27,1,0,1,7,1296239
5506,4,1,3,17,0,0,0,5,1548303
5310,6,4,2,7,1,0,1,8,1739464
2276,1,4,3,34,1,0,0,2,712689
3248,5,2,2,25,0,0,1,3,1023433
2535,6,2,2,18,0,1,1,7,1109471
3315,1,3,3,24,0,0,1,6,933086
4207,2,4,3,39,0,0,1,2,1112128
3299,3,3,1,21,0,1,0,2,1005240
5701,4,2,3,6,1,1,1,8,1741962
594,4,4,1,1,1,1,0,5,729626
4542,6,4,3,38,0,0,1,1,1462082
3123,2,4,1,30,1,1,1,3,1022578
572,3,4,2,28,0,0,1,4,494470
1597,4,4,1,19,0,0,0,8,856101
4353,6,2,2,3,1,1,1,2,1354055
3598,5,1,1,23,0,0,0,4,1155955
707,4,5,1,6,1,0,1,5,727786
4560,4,2,2,4,0,0,1,8,1447855
4599,4,4,3,38,0,1,1,4,1433364
5715,6,1,3,0,0,1,1,6,1710533
5371,3,4,2,29,0,0,0,8,1526290
4931,5,5,2,23,1,0,0,8,1566078
5535,2,2,1,17,1,0,0,7,1342863
879,2,4,1,24,1,0,0,5,603553
575,4,4,3,10,0,1,1,8,764515
5670,3,2,3,23,1,0,1,3,1407553
3217,1,5,1,3,1,0,1,7,1008271
5413,6,3,3,31,1,1,1,1,1613330
902,6,4,2,32,1,1,0,8,1024201
2561,3,4,2,22,0,1,1,4,1021186
3371,6,2,2,31,0,0,1,2,1118144
5425,2,2,1,22,0,1,1,9,1451359
1128,3,3,2,5,0,0,0,5,661205
5018,1,1,1,25,0,1,0,8,1294089
1192,4,1,1,28,0,1,0,7,724478
4174,4,4,2,30,1,1,1,6,1448662
3958,2,4,1,11,1,1,1,5,1181945
1741,3,1,1,7,0,0,1,7,724950
2614,1,3,2,16,0,0,0,2,752450
2338,1,3,2,18,1,0,1,1,650746
5009,3,1,1,35,0,0,1,6,1215647
2106,6,4,1,27,0,1,0,3,926218
3459,2,5,1,16,1,0,0,4,1057531
5712,4,5,2,36,1,1,0,7,1721479
2890,5,4,3,3,0,0,0,4,1102606
3895,3,1,1,32,0,0,1,1,1001240
1359,4,1,2,6,0,1,0,6,716671
5377,3,2,3,39,0,0,0,4,1432797
2330,6,2,2,16,0,0,1,1,1000192
2204,4,2,1,34,0,0,0,5,856521
2668,3,3,1,20,0,0,1,6,1025124
2303,6,5,2,14,1,1,0,4,1079232
1870,5,3,1,12,0,0,0,8,987118
1831,3,2,2,12,1,0,1,2,645580
3582,3,1,2,35,1,1,0,7,1147798
5953,6,1,2,39,1,0,1,1,1459500
5148,4,4,3,31,1,0,0,6,1602636
4450,4,2,2,22,1,0,1,6,1338389
3501,6,4,1,35,1,1,0,6,1300626
2698,2,3,2,28,1,1,1,9,1031899
3726,4,2,2,19,0,1,1,9,1291045
1670,6,5,2,3,1,1,0,8,1096611
3573,1,2,3,22,1,0,0,6,981383
2740,4,3,1,32,0,1,1,4,979268
1416,3,2,2,14,1,1,0,1,646987
2109,3,2,2,5,1,0,1,4,749888
2720,3,3,1,26,1,0,0,2,872037
1230,5,5,2,35,0,1,1,9,1034957
4090,3,4,3,23,1,0,0,5,1221023
4092,5,1,2,16,0,0,0,1,1116663
3613,1,2,3,25,1,1,1,7,1157610
3998,4,5,3,30,0,0,1,3,1249290
860,3,5,3,6,1,1,1,9,931370
